"","MeanDecreaseGini"
"poly_area",246.996890945175
"dist_to_nearest",193.987557689441
"area_of_nearest",200.374938925535
"dist_to_nearest_road",486.518073321319
"n_poly",0
"poly_complexity",47.9815456190354
"poly_complexity_of_nearest",45.3300565638172
"n_poly_of_nearest",0
