"","MeanDecreaseGini"
"poly_area",253.080595412592
"dist_to_nearest",561.965432033927
"area_of_nearest",250.046850245404
"dist_to_nearest_road",576.023226165801
"n_poly",0.609892689765793
"poly_complexity",79.1817149867745
"poly_complexity_of_nearest",76.0336494587194
"n_poly_of_nearest",0.352633750151721
