"","MeanDecreaseGini"
"poly_area",5040.07303365778
"dist_to_nearest",4676.27832267963
"area_of_nearest",4773.97013889596
"dist_to_nearest_road",3070.74860613636
"n_poly",78.2571368183165
"poly_complexity",1779.59779445247
"poly_complexity_of_nearest",1615.24593724443
"n_poly_of_nearest",51.093977343102
