"","MeanDecreaseGini"
"poly_area",3173.70259067371
"dist_to_nearest",2886.82558643098
"area_of_nearest",2540.54932624406
"dist_to_nearest_road",3400.39619135662
"n_poly",50.885892713228
"poly_complexity",1099.84535529618
"poly_complexity_of_nearest",1062.37554230853
"n_poly_of_nearest",37.2039592834527
