"","MeanDecreaseGini"
"poly_area",28.6935005637391
"dist_to_nearest",24.6701855852598
"area_of_nearest",26.1427927856902
"dist_to_nearest_road",25.846642787985
"n_poly",0
"poly_complexity",7.47441110927225
"poly_complexity_of_nearest",8.73170575509955
"n_poly_of_nearest",0
