"","MeanDecreaseGini"
"poly_area",482.815186696994
"dist_to_nearest",208.233635631656
"area_of_nearest",338.315133214425
"dist_to_nearest_road",294.137896776165
"n_poly",0.16212553051638
"poly_complexity",107.9354040207
"poly_complexity_of_nearest",60.3183242939363
"n_poly_of_nearest",0
