"","MeanDecreaseGini"
"poly_area",83.9814717672594
"dist_to_nearest",77.1840820812545
"area_of_nearest",68.5088092039695
"dist_to_nearest_road",95.9107825240507
"n_poly",0.304689347816917
"poly_complexity",28.4800202545774
"poly_complexity_of_nearest",21.5746368147099
"n_poly_of_nearest",0.465043351112136
