"","MeanDecreaseGini"
"poly_area",1063.71319845132
"dist_to_nearest",2126.31412470946
"area_of_nearest",980.738130594787
"dist_to_nearest_road",6609.08636064548
"n_poly",2.88946249885646
"poly_complexity",639.30128849608
"poly_complexity_of_nearest",610.877030330633
"n_poly_of_nearest",1.4368806103
