"","MeanDecreaseGini"
"poly_area",773.461789743113
"dist_to_nearest",2088.68534389951
"area_of_nearest",692.842970528238
"dist_to_nearest_road",1149.69796341304
"n_poly",4.53448736451088
"poly_complexity",537.62992109733
"poly_complexity_of_nearest",355.798583024532
"n_poly_of_nearest",0.926629532260833
