"","MeanDecreaseGini"
"poly_area",829.913361480597
"dist_to_nearest",693.439099374784
"area_of_nearest",417.70904847
"dist_to_nearest_road",115.878474913921
"n_poly",0.695159753814413
"poly_complexity",450.016848890172
"poly_complexity_of_nearest",193.565533333253
"n_poly_of_nearest",0.05392288927272
