"","MeanDecreaseGini"
"poly_area",251.641638256593
"dist_to_nearest",365.935996443374
"area_of_nearest",270.193763121455
"dist_to_nearest_road",706.651027669661
"n_poly",0.791419371134428
"poly_complexity",85.2056688739058
"poly_complexity_of_nearest",68.6265357614121
"n_poly_of_nearest",0.31161544146906
