"","MeanDecreaseGini"
"poly_area",440.791313719259
"dist_to_nearest",661.06644268707
"area_of_nearest",472.937205927886
"dist_to_nearest_road",766.471314129449
"n_poly",0.286339899841828
"poly_complexity",134.684794188636
"poly_complexity_of_nearest",117.449422644236
"n_poly_of_nearest",0.247897813348563
