"","MeanDecreaseGini"
"poly_area",1727.23689178338
"dist_to_nearest",2205.66461604485
"area_of_nearest",1582.04007495532
"dist_to_nearest_road",2809.54127964651
"n_poly",4.54046638495772
"poly_complexity",278.104717706491
"poly_complexity_of_nearest",278.323357903224
"n_poly_of_nearest",3.72309099160044
